id	doi	x	y	z	space	peak_id	table_id	table_num	title	authors	year	journal	groups
16683265	10.1002/hbm.20237	30.0	-52.0	13.0	TAL	480	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	-56.0	-16.0	1.0	TAL	481	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	7.0	-54.0	0.0	TAL	482	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	-51.0	-11.0	40.0	TAL	483	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	-1.0	65.0	-20.0	TAL	484	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	29.0	-40.0	20.0	TAL	485	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	27.0	44.0	20.0	TAL	486	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	44.0	-13.0	23.0	TAL	487	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	3.0	-8.0	43.0	TAL	488	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	-43.0	-24.0	29.0	TAL	489	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	20.0	0.0	15.0	TAL	490	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	3.0	-8.0	43.0	TAL	491	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	-11.0	-75.0	1.0	TAL	492	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults
16683265	10.1002/hbm.20237	28.0	-55.0	-0.3	TAL	493	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	48.0	-17.0	20.0	TAL	494	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	-52.0	-21.0	18.0	TAL	495	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	-32.0	-43.0	49.0	TAL	496	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	5.0	-16.0	43.0	TAL	497	25	2	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents
16683265	10.1002/hbm.20237	4.0	48.0	4.0	TAL	498	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	-29.0	37.0	15.0	TAL	499	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	-32.0	7.0	-2.0	TAL	500	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	-50.0	-30.0	26.0	TAL	501	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	-18.0	22.0	26.0	TAL	502	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	25.0	-4.0	-2.0	TAL	503	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	3.0	-74.0	37.0	TAL	504	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents > Adults
16683265	10.1002/hbm.20237	40.0	-59.0	-24.0	TAL	505	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adolescents > Adults
16683265	10.1002/hbm.20237	14.0	19.0	26.0	TAL	506	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	32.0	19.0	9.0	TAL	507	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	-40.0	-33.0	53.0	TAL	508	26	3	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Adults > Adolescents
16683265	10.1002/hbm.20237	4.0	48.0	4.0	TAL	509	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	40.0	52.0	-7.0	TAL	510	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-36.0	48.0	4.0	TAL	511	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	4.0	-78.0	-18.0	TAL	512	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-36.0	-44.0	20.0	TAL	513	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-60.0	-18.0	4.0	TAL	514	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	47.0	-4.0	20.0	TAL	515	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-43.0	-26.0	25.0	TAL	516	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	43.0	19.0	9.0	TAL	517	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-29.0	37.0	20.0	TAL	518	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	3.0	-13.0	-12.0	TAL	519	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	58.0	-37.0	20.0	TAL	520	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	32.0	-51.0	37.0	TAL	521	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	7.0	-41.0	-13.0	TAL	522	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative correlations with age
16683265	10.1002/hbm.20237	18.0	41.0	-13.0	TAL	523	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative correlations with age
16683265	10.1002/hbm.20237	43.0	-56.0	-18.0	TAL	524	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative correlations with age
16683265	10.1002/hbm.20237	-4.0	-82.0	-29.0	TAL	525	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative correlations with age
16683265	10.1002/hbm.20237	50.0	-22.0	20.0	TAL	526	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative correlations with age
16683265	10.1002/hbm.20237	51.0	4.0	42.0	TAL	527	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative correlations with age
16683265	10.1002/hbm.20237	40.0	-15.0	15.0	TAL	528	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	29.0	44.0	-13.0	TAL	529	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-20.0	48.0	9.0	TAL	530	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	14.0	11.0	4.0	TAL	531	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	-10.0	-37.0	20.0	TAL	532	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Positive correlations with age
16683265	10.1002/hbm.20237	40.0	48.0	4.0	TAL	533	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	-36.0	15.0	42.0	TAL	534	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	0.0	19.0	48.0	TAL	535	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	-47.0	-60.0	9.0	TAL	536	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	3.0	-25.0	3.0	TAL	537	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	-29.0	-67.0	31.0	TAL	538	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	29.0	-22.0	-24.0	TAL	539	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
16683265	10.1002/hbm.20237	36.0	-52.0	-23.0	TAL	540	27	4	Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control.	Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M	2006	Human brain mapping	Negative linear correlations with age
17427209	10.1002/hbm.20405	-8.0	21.0	38.0	MNI	285	18	2	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17427209	10.1002/hbm.20405	32.0	55.0	21.0	MNI	286	18	2	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17427209	10.1002/hbm.20405	28.0	-90.0	-4.0	MNI	287	18	2	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17427209	10.1002/hbm.20405	-36.0	27.0	-1.0	MNI	288	18	2	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17427209	10.1002/hbm.20405	59.0	-39.0	28.0	MNI	289	18	2	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17427209	10.1002/hbm.20405	-20.0	-97.0	1.0	MNI	290	18	2	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17427209	10.1002/hbm.20405	40.0	54.0	41.0	MNI	291	19	3	Abnormal cortical activation during response inhibition in 22q11.2 deletion syndrome.	Gothelf D, Hoeft F, Hinard C, Hallmayer JF, Stoecker JV, Antonarakis SE, Morris MA, Reiss AL	2007	Human brain mapping	
17979124	10.1002/hbm.20478	-9.0	42.0	48.0	MNI	347	22	2	Brain network dynamics during error commission.	Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD	2009	Human brain mapping	
17979124	10.1002/hbm.20478	-42.0	8.0	51.0	MNI	348	22	2	Brain network dynamics during error commission.	Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD	2009	Human brain mapping	
17979124	10.1002/hbm.20478	-51.0	27.0	24.0	MNI	349	22	2	Brain network dynamics during error commission.	Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD	2009	Human brain mapping	
17979124	10.1002/hbm.20478	-45.0	42.0	-9.0	MNI	350	22	2	Brain network dynamics during error commission.	Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD	2009	Human brain mapping	
17979124	10.1002/hbm.20478	42.0	42.0	-12.0	MNI	351	22	2	Brain network dynamics during error commission.	Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD	2009	Human brain mapping	
17979124	10.1002/hbm.20478	-6.0	-48.0	-18.0	MNI	352	22	2	Brain network dynamics during error commission.	Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD	2009	Human brain mapping	
